state,level,effect_year,end_year,citation_year,policy_type,policy_type_simple,citation,authority,category_nutrition_labeling,category_institutional_procurement,category_nutrition_standards,category_product_reformulation,category_educational_campaign,category_other,category_other_who,age_children,age_elderly,data_source,description,details_voluntary,details_mandatory,details_taskforce,details_studies,details_pricing,details_farmerincentives,details_suggarfat,age_toddler,age_other,veteran,org_school,org_farmers,org_groceries,org_army,org_hospital,org_restaurant,org_vendingmachine,org_public,org_other
KY,state,2011,,2011,Regulation,Law,910 Ky. Admin. Regs. 1:190(11) (2011),Ky. Rev. Stat. Ann. § 194A.050 (West 2005); Ky. Rev. Stat. Ann. § 205.204 (West 2005),0,1,0,0,0,0,0,0,1,NCSL,Requires that nutrition program for older people has meal planning that restricts the use of salt “to maintain good health” in accordance with dietary reference intakes and Dietary Guidelines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KY,state,2007,,2007,Statute,Law,"1. Ky. Rev. Stat. Ann. § 260.031 (West 2007)
					2. Ky. Rev. Stat. Ann. ch. 47, app. A, pt. 1 (West 2011)",N/A,0,0,0,0,0,1,1,0,1,NCSL,"Creates the Farmer’s Market Nutrition Program to enhance nutrition, which may provide fresh, locally grown produce to low income citizens, including but not limited to seniors and WIC recipients.  Includes appropriation for funds to support the Farms to Food Banks program to benefit farmers and the needy by providing fresh, locally grown produce to food pantries.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KY,state,2011,,2011,Statute,Law,"1. Ky. Rev. Stat. Ann. § 260.031 (West 2007)
					2. Ky. Rev. Stat. Ann. ch. 47, app. A, pt. 1 (West 2011)",N/A,0,0,0,0,0,1,1,0,1,NCSL,"Creates the Farmer’s Market Nutrition Program to enhance nutrition, which may provide fresh, locally grown produce to low income citizens, including but not limited to seniors and WIC recipients.  Includes appropriation for funds to support the Farms to Food Banks program to benefit farmers and the needy by providing fresh, locally grown produce to food pantries.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LA,state,2002,,2011,Regulation,Law,"La. Admin. Code tit. 4, pt. VII, § 1223 (2011)",La. Rev. Stat. Ann. § 46-931 (1992),0,1,0,0,0,0,0,0,1,NCSL,"Requires congregate meals prepared for the Older Americans Act nutrition program to: incorporate Dietary Guidelines standards, limit sodium “within the range of a ‘no added salt’ diet” (no more than 1000-1300mg of sodium per meal), be reviewed by the Governor’s Office of Elderly Affairs, and utilize fresh fruits and vegetables when in season.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LA,state,2010,,2010,Resolution,Law,"H. Res. 150, 2010 Leg. (La. 2010), http://house.louisiana.gov/H_Journals/H_Journals_All/2010_RSJournals/10RS-HJ_0505_22.pdf",None found,0,0,0,0,0,1,1,0,0,NCSL,"Directs Department of Social Services to assess efforts to date to promote healthy food choices among recipients of SNAP benefits, acknowledging that benefits may be used to purchase all foods, including items high in sodium.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LA,state,2006,,2006,Regulation,Law,"La. Admin. Code tit. 28, pt. XLIX, §§ 701, 705, 709 (2006)",La. Rev. Stat. Ann. § 17:191-199 (1950),0,0,0,0,0,1,1,1,0,NCSL,"Requires foods sold in schools to undergo computerized nutrient analysis that includes sodium (though without set quantity) and maintenance of manufacturer’s Nutrient Analysis and Nutrition Facts label that provides sodium information. Such information may be used to conduct nutrient analyses of menus, compare nutritional contents of like or similar products, and serve as an incentive for food companies to improve the nutritional content of their products.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LA,state,2009,,2011,Statute,Law,La. Rev. Stat. Ann. § 3:296 (2011),N/A,0,0,0,0,0,1,1,0,0,NCSL,"Establishes program to provide funding to healthy food retailers operating in rural and urban underserved communities to promote the sale and consumption of fresh fruits and vegetables, accessible also by WIC and SNAP benefits.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MA,state,2011,,2011,Regulation,Law,105 Mass. Code Regs. 225.200 (2011),"Mass. Gen. Laws. ch. 111, § 223 (2010)",0,1,0,0,0,0,0,0,0,NCSL,Sets limits on competitive foods to 200mg sodium per item and a la carte entrees to 480mg sodium per item.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MA,state,2009,,2009,Executive Order,Administrative Rule,"Exec. Order No. 509, 1122 Mass. Reg. 37 (Jan. 23, 2009)","Mass. Const. pt. 2, ch. 2, §1, art. 1",0,1,0,0,0,0,0,0,0,NCSL,Requires food purchased and served to meet defined nutritional standards set by Department of Public Health (preamble citing decreasing sodium).,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MA,state,1994,,2009,Regulation,Law,651 Mass. Code Regs. 12.00 (2009); 651 Mass. Code Regs. 4.07 (2011),"Mass. Gen. Laws. ch. 19A, § 6 (2009)",0,1,0,0,0,0,0,0,0,NCSL,"Requires that Congregate Meals and Home Delivered Meals contain fresh or frozen vegetables, and, where canned, “the sodium content should be reviewed prior to use.”",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MA,state,2010,,2011,Regulation,Law,105 Mass. Code Regs. 520.109 (2011),"Mass. Gen. Laws. ch. 94, §§ 192, 126, 10I, 65S-U, 119, 125 (2011)",1,0,0,0,0,0,0,0,0,NCSL,Exempts sodium labeling from the requirements for food nutrition labeling.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MA,state,1987,,1987,Statute,Law,"Mass. Gen. Laws. ch. 94, § 10E1/2 (1987)",N/A,1,0,0,0,0,0,0,0,0,NCSL,"Requires labeling of bottled water, including sodium content per serving of certain products, as determined by the Department of Public Health.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MD,state,,,2011,Regulation,Law,"1. Md. Code Regs. 10.54.03.13 (2011)
					2. Md. Code. Ann., Health-Gen. § 21-304 (West 2010)","Md. Code. Ann., Health-Gen. §§ 2-104(b), 18-107(a), 18-108 (West 2011)",0,0,0,0,0,1,1,0,0,NCSL,Regulation requires food stores or food store/pharmacy combination vendors to redeem WIC coupons for low-sodium canned fruits and vegetables. Statute exempts the sale of fruits and vegetables at a farmer’s market or at a public festival or event from licensure by a local jurisdiction.,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MD,state,2010,,2010,Regulation,Law,"1. Md. Code Regs. 10.54.03.13 (2011)
					2. Md. Code. Ann., Health-Gen. § 21-304 (West 2010)","Md. Code. Ann., Health-Gen. §§ 2-104(b), 18-107(a), 18-108 (West 2011)",0,0,0,0,0,1,1,0,0,NCSL,Regulation requires food stores or food store/pharmacy combination vendors to redeem WIC coupons for low-sodium canned fruits and vegetables. Statute exempts the sale of fruits and vegetables at a farmer’s market or at a public festival or event from licensure by a local jurisdiction.,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
ME,state,2004,,2011,Regulation,Law,10-149-5 Me. Code R. § 65 (Weil 2011),"Me. Rev. Stat. Ann. tit. 22, §§ 5113 et seq. (1973)",0,1,0,0,0,0,0,0,1,NCSL,"Provides that Maine’s nutrition program’s “[m]enus must be prepared with no added salt, a minimum of fat and must include a variety of low fat, low sodium, low cholesterol and low sugar foods while striving to maintain overall menu appeal and acceptability to consumers.”  These menus must be planned four weeks in advance and approved and signed by a licensed dietitian at least one week prior to initial use, and kept on file for inspection by state Bureau of Elder and Adult Services.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MO,state,2001,,2009,Regulation,Law,"Mo. Code Regs. Ann. tit. 19, § 15-7.060 (2009)",Mo. Ann. Stat. § 660.050 (West 1999),0,1,0,0,0,0,0,0,1,NCSL,"Provides low-sodium meal modifications by nutrition service providers under the Division of Senior Services may be made for health, religious, or ethnic reasons for a 4g sodium diet; reducing salt to half the amount in baked goods recipes; eliminating adding salt or high sodium condiments in cooked foods; and providing a low sodium entrée or vegetable choice where a high sodium entrée or vegetable is on a regular menu.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MS,state,2010,,2010,Statute,Law,"1. Miss. Code Ann. § 27-65-103 (West 2010)
					2. 2-1-2 Miss. Code R. § 07 (Weil 2011)
					3. 18-5-4 Miss. Code R. §B (Weil 2011)",Miss. Code Ann. § 69-1-13 (West 1987); Miss. Code Ann. § 21-19-41 (West 1968),0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts food products that are grown, made, or processed in the state and sold at farmer’s markets that have been certified by the Department of Agriculture and Commerce from sales taxes.  Regulation requires participants in the state Farmer’s Market Nutrition Program to be bona fide farmers who grow and harvest fresh produce on a property owned, rented or leased in the state by the farmer and produce a variety of fruits and vegetables to be sold at the farmer’s market on all market days during the program cycle. Regulation also includes fruits and vegetables in the SNAP program.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MS,state,2011,,2011,Statute,Law,"1. Miss. Code Ann. § 27-65-103 (West 2010)
					2. 2-1-2 Miss. Code R. § 07 (Weil 2011)
					3. 18-5-4 Miss. Code R. §B (Weil 2011)",Miss. Code Ann. § 69-1-13 (West 1987); Miss. Code Ann. § 21-19-41 (West 1968),0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts food products that are grown, made, or processed in the state and sold at farmer’s markets that have been certified by the Department of Agriculture and Commerce from sales taxes.  Regulation requires participants in the state Farmer’s Market Nutrition Program to be bona fide farmers who grow and harvest fresh produce on a property owned, rented or leased in the state by the farmer and produce a variety of fruits and vegetables to be sold at the farmer’s market on all market days during the program cycle. Regulation also includes fruits and vegetables in the SNAP program.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MS,state,,,2011,Statute,Law,"1. Miss. Code Ann. § 27-65-103 (West 2010)
					2. 2-1-2 Miss. Code R. § 07 (Weil 2011)
					3. 18-5-4 Miss. Code R. §B (Weil 2011)",Miss. Code Ann. § 69-1-13 (West 1987); Miss. Code Ann. § 21-19-41 (West 1968),0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts food products that are grown, made, or processed in the state and sold at farmer’s markets that have been certified by the Department of Agriculture and Commerce from sales taxes.  Regulation requires participants in the state Farmer’s Market Nutrition Program to be bona fide farmers who grow and harvest fresh produce on a property owned, rented or leased in the state by the farmer and produce a variety of fruits and vegetables to be sold at the farmer’s market on all market days during the program cycle. Regulation also includes fruits and vegetables in the SNAP program.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NC,state,2003,,2003,Regulation,Law,10A N.C. Admin. Code 6K.0203 (2003),N.C. Gen. Stat. § 143B-181.1(c) (1997),0,1,0,0,0,0,0,0,0,NCSL,"Requires that dietary sodium is reduced to less than 1,300mg per meal for service agencies and congregate nutrition or home delivered meal services.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NC,state,2008,,2008,Regulation,Law,10A N.C. Admin. Code 6R.0502 (2008),N.C. Gen. Stat. § 131D-6 (2001); N.C. Gen. Stat. § 143B-153 (2006),0,1,0,0,0,0,0,0,0,NCSL,Requires adult day programs to offer mid-morning and mid-afternoon snacks daily that keep salt intake to a minimum for certification.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NC,state,2011,,2011,Resolution,Law,"H. Res. 670, 2011 Leg. (N.C. 2011),http://www.ncga.state.nc.us/Sessions/2011/Bills/House/PDF/H670v2.pdf",N.C. Gen. Stat. § 120-20.1 (1987),0,0,0,0,0,1,1,0,0,NCSL,Supports measures aimed at decreasing heart disease and stroke and encourages citizens to reduce sodium in diets.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NC,state,2009,,2009,Statute,Law,N.C. Gen. Stat. § 106-832 (West 2009),N/A,0,0,0,0,0,1,1,0,0,NCSL,"Authorizes the North Carolina Sustainable Local Food Advisory Council to develop local food programs and policies for the state, and to consider an in-depth analysis of the possibility of promoting urban gardens and backyard gardens to improve the health of citizens, use idle urban property, and lower food costs for citizens during economic hardship.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NJ,state,2009,,2011,Regulation,Law,N.J. Admin. Code § 8:43-app. B (2011),N.J. Stat. Ann. §§ 26:2H-1 et seq. (West 2011),0,1,0,0,0,0,0,0,0,NCSL,Provides that standards for licensure of residential health care facilities located with and operated by licensed health care facilities include a daily food guide recommending using salt and sodium only in moderation when preparing foods.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NJ,state,2009,,2011,Regulation,Law,N.J. Admin. Code. § 5:27A-app. B (2011),N.J. Stat. Ann. § 52:27D-3 (West 2011),0,1,0,0,0,0,0,0,0,NCSL,Provides that standards for licensure of residential health care facilities not located with and operated by licensed health care facilities include a daily food guide recommending using salt and sodium only in moderation when preparing foods.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NJ,state,2011,,2011,Statute,Law,N.J. Stat. Ann.  § 26 :3E-16 (West 2011),N/A,0,0,0,0,0,1,1,0,0,NCSL,"Declares in legislative findings that there is a strong link between diet and health, and that portion sizes are increasing so that a restaurant entrée can provide half of an individual’s total recommended daily allowance of sodium, so that it is in the public’s interest to enable families to make informed choices about diets.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NJ,state,2012,,2011,Statute,Law,"1. N.J. Stat. Ann. §§ 4:10-25.4 et seq. (West 2011)
					2. N.J. Stat. Ann. § 40A:12-15.1 (West 2011)",N/A,0,0,0,0,0,1,1,0,0,NCSL,"Authorizes Department of Agriculture to develop and assist the implementation of a pilot program to establish a mobile farmers’ market initiative that provides a consistent, easily-accessible source of fresh produce to residents of urban food desert communities.  Encourages and facilitates urban farming and gardens by nonprofit cultivation of previously vacant land through long term lease and sale of public property and exemption from property taxation due to the scarcity of full service supermarkets and farmer’s markets that result in a shortage of fresh fruits and vegetables.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
NJ,state,2012,,2011,Statute,Law,"1. N.J. Stat. Ann. §§ 4:10-25.4 et seq. (West 2011)
					2. N.J. Stat. Ann. § 40A:12-15.1 (West 2011)",N/A,0,0,0,0,0,1,1,0,0,NCSL,"Authorizes Department of Agriculture to develop and assist the implementation of a pilot program to establish a mobile farmers’ market initiative that provides a consistent, easily-accessible source of fresh produce to residents of urban food desert communities.  Encourages and facilitates urban farming and gardens by nonprofit cultivation of previously vacant land through long term lease and sale of public property and exemption from property taxation due to the scarcity of full service supermarkets and farmer’s markets that result in a shortage of fresh fruits and vegetables.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
NM,state,1988,,1988,Regulation,Law,"1. N.M. Code R. § 7.13.2.73 (Weil 1988)
					2. N.M. Code R. § 9.2.18.7 (Weil 2001)","N.M. Stat. Ann. §§ 9-7-6, 24-1-2(D), 24-1-3(I), 24-1-5 (1978)",0,1,0,0,0,0,0,0,0,NCSL,Requires nutritious mid-morning and mid-afternoon snacks that are planned to keep salt intake to a minimum to be offered to participants for adult day care facility licensure. Limits use of cured and processed meat items high in salt to two times a month for nutrition services.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NM,state,2001,,2001,Regulation,Law,"1. N.M. Code R. § 7.13.2.73 (Weil 1988)
					2. N.M. Code R. § 9.2.18.7 (Weil 2001)","N.M. Stat. Ann. §§ 9-7-6, 24-1-2(D), 24-1-3(I), 24-1-5 (1978)",0,1,0,0,0,0,0,0,0,NCSL,Requires nutritious mid-morning and mid-afternoon snacks that are planned to keep salt intake to a minimum to be offered to participants for adult day care facility licensure. Limits use of cured and processed meat items high in salt to two times a month for nutrition services.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NV,state,2005,,2005,Policy,Administrative Rule,"Nev. Dep’t of Educ., Statewide School Wellness Policy (2005), http://wellness4you.nv.gov/WellnessPolicies/FinalWellnessPolicy_2_.pdf",Nev. Rev. Stat. § 439.521 (2005),0,1,0,0,0,0,0,0,0,NCSL,"Sets limits on sodium for all foods given, earned, or sold by and to students to 600mg/serving.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NY,state,2009,,2009,Policy,Administrative Rule,"N.Y. City Agency Food Standards, Part I: Standards for Meals/Snacks Purchased and Served (2009), http://www.nyc.gov/html/doh/downloads/pdf/cardio/cardio-vending-machines-standards.pdf","Exec. Order No. 122, N.Y. City Legis. Annual (Sept. 19, 2008), http://www.nyc.gov/html/om/pdf/eo/eo_122.pdf",0,1,0,0,0,0,0,0,0,NCSL,"Requires food purchased and served to follow guidelines for sodium limits, except those purchased foods that follow an agency’s sodium reduction plan over a three-year period.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NY,state,1991,,1991,Regulation,Law,"N.Y. Comp. Code R. & Regs. tit. 10, § 5-6.12 (1991)",N.Y. Public Health Law § 225 (McKinney 1991),1,0,0,0,0,0,0,0,0,NCSL,Requires bottled water to be labeled with mg sodium per serving and net servings where sodium content information is provided.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NY,state,2011,,2011,Statute,Law,"1. N.Y. Agric. & Mkts. Law § 262 (McKinney 2011)
					2. N.Y. Unconsol. Laws § 6266-S (McKinney 2009)",N/A,0,0,0,0,0,1,1,0,0,NCSL,"Establishes a state grant program for farmer’s markets that sell fruits and vegetables, ensuring “an equitable distribution of awards to rural areas and other areas of the state” and expanding access to electronic benefit transfer technology for SNAP participants at farmer’s markets and other nontraditional food access points in food deserts in the state. Creates a Healthy Food and Healthy Communities Initiative to provide healthy, nutritious food grown under sustainable agricultural practices through cooperation with municipalities.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NY,state,2009,,2009,Statute,Law,"1. N.Y. Agric. & Mkts. Law § 262 (McKinney 2011)
					2. N.Y. Unconsol. Laws § 6266-S (McKinney 2009)",N/A,0,0,0,0,0,1,1,0,0,NCSL,"Establishes a state grant program for farmer’s markets that sell fruits and vegetables, ensuring “an equitable distribution of awards to rural areas and other areas of the state” and expanding access to electronic benefit transfer technology for SNAP participants at farmer’s markets and other nontraditional food access points in food deserts in the state. Creates a Healthy Food and Healthy Communities Initiative to provide healthy, nutritious food grown under sustainable agricultural practices through cooperation with municipalities.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OH,state,2009,,2009,Regulation,Law,Ohio Admin. Code § 173-4-05 (2009),"Ohio Rev. Code Ann. §§ 173.02, 173.392 (West 2009)",0,1,0,0,0,0,0,0,0,NCSL,"Requires dietary standards for sodium targeted to 767mg and no greater than 1,350mg per meal and reduced intake of certain high-sodium foods by meal service providers.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OH,state,2006,,2006,Regulation,Law,Ohio Admin. Code § 5101:3-31-09 (2006),"Ohio Rev. Code Ann. §§ 173.40, 5111.02 (West 2006)",0,1,0,0,0,0,0,0,0,NCSL,Rescinds requirement to accommodate sodium-restricted diets in home-delivered meals to Medicaid recipients by homebound services.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OH,state,2008,,2008,Statute,Law,Ohio Rev. Code Ann. § 3717.53 (West 2008),N/A,1,0,0,0,0,0,0,0,0,NCSL,"Preempts menu board labeling, including sodium information.**",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OK,state,2009,,2009,Regulation,Law,Okla. Admin Code § 340:105-10-75 (2009),"Okla. Const., art. XXV, §§ 2, 3, 4; 21 Okla. Stat. Ann. tit. 19, § 1247 (2009)",0,1,0,0,0,0,0,0,1,NCSL,"Requires congregate meals to be prepared or approved by a registered dietitcian who considers the special needs of older people, and planned to maintain optimal nutritional status reflected in menus moderate in salt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OK,state,2007,,2008,Statute,Law,"Okla. Stat. Ann. tit. 56, § 245 (West 2008)",N/A,0,0,0,0,0,1,1,0,0,NCSL,"Establishes the Oklahoma Food Security Committee to identify, implement, and monitor ways to encourage the use of home and community gardens for food production.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OR,state,2010,,2009,Statute,Law,"Or. Rev. Stat. §§ 616.560, 616.570 (2009); Or. Admin. Regs. 333-015-0110 (2011)",N/A,1,0,0,0,0,0,0,0,0,NCSL,"Statute requires restaurant chains operating 15 or more restaurants in the United States to determine typical values for total mg sodium in foods, list daily intake amounts recommended by Department of Human Services in a conspicuous place where menu boards or food tags are used.   Regulation requires chain restaurants to make typical nutrient values, including mg sodium, for foods and condiments routinely used sold for 90 or more days each year available on site in written format on menus, menu boards, and food tags for items.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OR,state,2010,,2009,Statute,Law,Or. Rev. Stat. § 616.575 (2009); Or. Admin. Regs. 333-015-0160 (2011),N/A,1,0,0,0,0,0,0,0,0,NCSL,"Statute provides typical values for alcoholic beverages as: for wine, 7mg of sodium for a 5oz serving; for beer other than light beer, 14mg of sodium for a 12oz serving; and for light beer, 14mg of sodium for a 12oz serving.  Regulation requires chain restaurants to provide nutrition information for alcoholic beverages offered for more than 90 days each year according to the typical values, combining total typical values for beer, wine, and other ingredients for mixed drinks.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PA,state,2007,,2007,Statute,Law,3 Pa. Stat. Ann. §§ 2501 et seq. (2007),N/A,0,0,0,0,1,0,0,1,0,NCSL,"Creates Healthy Farms and Healthy Schools Act and grant program to supply and provide education on healthy foods, with a focus on locally grown foods.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PA,state,2009,,2009,Resolution,Law,"S. Res. 112, 2009 Leg. (Pa. 2009), http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=PDF&sessYr=2009&sessInd=0&billBody=S&billTyp=R&billNbr=0112&pn=0980",101 Pa. Stat. Ann. §17.45 (West 2001),0,0,0,0,1,0,0,0,0,NCSL,"Recognizes May 2009 as National High Blood Pressure Education Month in Pennsylvania, listing salt and sodium as risk factors for high blood pressure.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PA,state,2007,,2007,Statute,Law,"1. 3 Pa. Stat. Ann. §§ 2501 et seq. (2007)
					2. 3 Pa. Stat. Ann. §§ 2401 et seq. (2006)",N/A,0,0,0,0,0,1,1,1,0,NCSL,"Creates Healthy Farms and Healthy Schools Act and grant program to supply and provide education on healthy foods, with a focus on locally grown foods.  Authorizes the Secretary of Agriculture to evaluate farmers’ market grant applications based on the potential to increase consumption of Pennsylvania-grown agricultural commodities, location in an underserved area, and the potential to provide increased access by federal and state food assistance program participants.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PA,state,2007,,2006,Statute,Law,"1. 3 Pa. Stat. Ann. §§ 2501 et seq. (2007)
					2. 3 Pa. Stat. Ann. §§ 2401 et seq. (2006)",N/A,0,0,0,0,0,1,1,1,0,NCSL,"Creates Healthy Farms and Healthy Schools Act and grant program to supply and provide education on healthy foods, with a focus on locally grown foods.  Authorizes the Secretary of Agriculture to evaluate farmers’ market grant applications based on the potential to increase consumption of Pennsylvania-grown agricultural commodities, location in an underserved area, and the potential to provide increased access by federal and state food assistance program participants.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PA,state,2008,,2007,Policy,Administrative Rule,"Pa. Dep’t of Educ., School Nutrition Incentive Program (2007)",24 Pa. Stat. Ann. §§ 13-1337.1 (2007); 14-1422.3(5) (West 2007),0,0,0,0,0,1,1,1,0,NCSL,"Reimburses schools that implement the Nutrition Standards for Competitive Foods in PA Schools, which requires choosing foods for classroom parties that are moderate in sodium and limiting foods for fundraisers that are high in sodium.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
RI,state,2009,,2009,Regulation,Law,"21-2-51 R.I. Code R. § 1
						(Weil 2009)","R.I. Gen. Laws §§ 16-8-10, 16-8-10.1, 16-8-28, 16-21-28 (2009)",0,1,0,0,0,0,0,1,0,NCSL,"Sets limits on sodium in school foods “to help students not exceed the 2,300mg daily tolerable upper intake level for sodium recommended” in the DGA in a phased in approach:
					For 2009-2010, 575mg (breakfast), 1,070mg (lunch, with 300mg for milk and breads), 1,000mg (soup), 350mg (afterschool snack), calculated based on weekly average of total sodium content of required meal components.  Sets state strategy to phase-in sodium restrictions to ensure acceptable food products are commercially available to school districts and allows fruits to be served without the addition of salt.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RI,state,2010,,2010,Regulation,Law,R.I. Admin. Code 30-1-40:1 (2010),None found,0,0,0,0,1,0,0,0,0,NCSL,Authorizes farmer’s market checks to be issued to a WIC participant if nutrition education on fresh produce is provided.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
RI,state,2010,,2010,Regulation,Law,R.I. Admin. Code 30-1-40:1 (2010),None found,0,0,0,0,0,1,1,0,0,NCSL,Authorizes farmer’s market checks to be issued to a WIC participant if nutrition education on fresh produce is provided.,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SD,state,2005,,2005,Policy,Administrative Rule,"S.D. Board of Education, Model Wellness Policy (Sept. 20, 2005), http://doe.sd.gov/cans/documents/Wellness_Policy.pdf",S.D. Codified Laws § 13-35-1 (1997),0,0,0,0,0,1,1,1,0,NCSL,"Recommends standards for foods and beverages to local agencies, including that schools offer fruits and vegetables without added sodium and remove salt shakers from all tables.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SD,state,2010,,2010,Statute,Law,S.D. Codified Laws § 34-18-34 (2010),N/A,0,0,0,0,0,1,1,0,0,NCSL,"Exempts persons selling whole, intact fresh fruits or vegetables at a farmer’s market, roadside stand, or similar venue from licensure under health regulations.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TN,state,2008,,2007,Regulation,Law,Tenn. Comp. R. & Regs. 0520-1-6.04 (2007),Tenn. Code Ann. § 49-6-2307 (2004),0,1,0,0,0,0,0,1,0,NCSL,"Requires local school districts to comply with minimum nutritional standards for individual food items, including limiting sodium to: 230mg per serving for chips, cereals, crackers, French fries, baked goods and other snack items; 480mg per serving for pastas, meats and soups; and 600mg for pizza, sandwiches and main dishes.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
